ABORT_PENALTY,BB_OPT_MAX_WAITER,BB_OPT_RAW,CC_ALG,DEBUG_ABORT_LENGTH,DEBUG_CS_PROFILING,DEBUG_PROFILING,DYNAMIC_TS,FIRST_HS,FIXED_HS,FLIP_RATIO,KEY_ORDER,LATCH,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_ON,SECOND_HS,SPECIFIED_RATIO,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_length,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_commit,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_ts_alloc,time_wait,txn_cnt,user_abort_cnt,wait_cnt
50000,12,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 1, 0, 19077,0,0,0,0, 19077, 29.2909,838673, 9.116e-06, 1.47947, 0.0234911, 0, 0, 2.51454, 15.8697, 0.0351349, 0, 0, 0, 0, 0, 2.4872e-05, 1535345, 0, 26
50000,12,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 205, 0, 20978,0,0,0,0, 20980, 32.3998,762615, 0.00288983, 1.62462, 0.0205085, 0, 0, 2.61144, 18.1498, 0.0524032, 0, 0, 0, 0, 0, 1.5757e-05, 1544286, 0, 17
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 357, 0, 22243,0,0,0,0, 22247, 33.0948,719169, 0.00672255, 1.66541, 0.132391, 0, 0, 3.18273, 19.5596, 0.0637503, 0, 0, 0, 0, 0, 0.000958468, 1487547, 0, 1153
50000,0,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 8317, 0, 19196,0,0,0,0, 19280, 29.8142,829843, 0.129803, 1.64798, 0.0371482, 0, 0, 2.06347, 16.4549, 0.687395, 0, 0, 0, 0, 0, 0.000427344, 1546320, 0, 599
50000,4,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 398, 0, 22184,0,0,0,0, 22189, 34.2639,721072, 0.00675096, 1.96379, 0.268386, 0, 0, 3.33315, 20.0414, 0.0698176, 0, 0, 0, 0, 0, 0.000809385, 1544171, 0, 978
50000,4,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 8198, 0, 23763,0,0,0,0, 23859, 37.2302,670585, 0.150728, 1.93951, 0.076384, 0, 0, 3.65722, 22.1428, 0.692377, 0, 0, 0, 0, 0, 0.000462045, 1560375, 0, 526
50000,8,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 409, 0, 20530,0,0,0,0, 20535, 31.6506,779155, 0.00697029, 2.01128, 0.382938, 0, 0, 2.5678, 18.4891, 0.0704827, 0, 0, 0, 0, 0, 0.000835958, 1541293, 0, 1016
50000,8,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 7994, 0, 25485,0,0,0,0, 25588, 38.358,625288, 0.153295, 2.03511, 0.169143, 0, 0, 4.00189, 22.5979, 0.672124, 0, 0, 0, 0, 0, 0.000510447, 1499048, 0, 570
50000,12,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 371, 0, 18970,0,0,0,0, 18976, 29.1655,843131, 0.00912061, 1.80791, 0.251093, 0, 0, 2.37428, 16.6692, 0.0650348, 0, 0, 0, 0, 0, 0.000873036, 1536898, 0, 1010
50000,12,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 8172, 0, 19598,0,0,0,0, 19681, 30.1978,812961, 0.126529, 1.65635, 0.0568976, 0, 0, 2.39096, 17.0374, 0.672439, 0, 0, 0, 0, 0, 0.000400219, 1534351, 0, 576
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 175484, 0, 27227,0,0,0,0, 30094, 45.9836,531679, 4.37847, 6.13558, 3.27134, 0, 0, 2.37545, 19.4221, 13.6296, 0, 0, 0, 0, 0, 0.0493019, 1528034, 0, 62340
50000,0,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 298091, 0, 30370,0,0,0,0, 37278, 58.6656,429237, 10.868, 5.38857, 2.21845, 0, 0, 2.74149, 20.5668, 23.1177, 0, 0, 0, 0, 0, 0.0338164, 1573841, 0, 43110
50000,4,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 181682, 0, 29205,0,0,0,0, 32344, 49.8607,494703, 4.83646, 6.73135, 3.66659, 0, 0, 2.5131, 22.0799, 14.0829, 0, 0, 0, 0, 0, 0.0531777, 1541640, 0, 64724
50000,4,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 286728, 0, 27415,0,0,0,0, 33738, 52.9667,474264, 9.92421, 3.95468, 1.09042, 0, 0, 1.9734, 17.6631, 22.201, 0, 0, 0, 0, 0, 0.0244338, 1570013, 0, 40032
50000,8,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 175278, 0, 26427,0,0,0,0, 29262, 45.099,546801, 4.36786, 5.43854, 2.72115, 0, 0, 2.28548, 18.6961, 13.6114, 0, 0, 0, 0, 0, 0.0399116, 1541261, 0, 56089
50000,8,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 284072, 0, 27080,0,0,0,0, 33275, 52.0527,480864, 9.68758, 3.73885, 1.06226, 0, 0, 1.99851, 17.0692, 22.0036, 0, 0, 0, 0, 0, 0.0195461, 1564392, 0, 35580
50000,12,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 182149, 0, 28546,0,0,0,0, 31626, 49.2358,505933, 4.79297, 6.04423, 3.03005, 0, 0, 2.66275, 21.2615, 14.1334, 0, 0, 0, 0, 0, 0.0495798, 1556877, 0, 61037
50000,12,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 291723, 0, 29154,0,0,0,0, 35847, 56.0651,446363, 10.4643, 4.98752, 2.10029, 0, 0, 2.35359, 19.483, 22.5599, 0, 0, 0, 0, 0, 0.029125, 1564087, 0, 39701
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 911984, 0, 39006,0,0,0,0, 62069, 98.3622,257802, 36.5424, 8.5518, 4.07832, 0, 0, 1.40507, 14.1674, 70.2834, 0, 0, 0, 0, 0, 0.0682582, 1584874, 0, 196122
50000,0,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 1010047, 0, 41577,0,0,0,0, 73848, 110.544,216683, 48.3005, 10.2345, 5.42708, 0, 0, 1.78556, 15.8164, 77.9217, 0, 0, 0, 0, 0, 0.05921, 1497060, 0, 173515
50000,4,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 900707, 0, 38644,0,0,0,0, 61160, 96.565,261634, 35.5431, 8.12385, 3.82049, 0, 0, 1.3686, 13.7247, 69.3699, 0, 0, 0, 0, 0, 0.0610682, 1579043, 0, 189453
50000,4,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 971679, 0, 37799,0,0,0,0, 65489, 102.83,244341, 43.4715, 8.09531, 3.8504, 0, 0, 1.39876, 13.8595, 74.7802, 0, 0, 0, 0, 0, 0.0448436, 1570343, 0, 153917
50000,8,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 937441, 0, 40135,0,0,0,0, 65104, 102.551,245781, 39.3255, 9.48719, 4.78935, 0, 0, 1.5362, 14.9468, 72.279, 0, 0, 0, 0, 0, 0.0732606, 1575323, 0, 200742
50000,8,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 994143, 0, 39189,0,0,0,0, 67275, 105.725,237854, 44.1307, 8.02205, 3.73336, 0, 0, 1.56119, 13.7468, 77.1247, 0, 0, 0, 0, 0, 0.0463211, 1571693, 0, 160054
50000,12,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 966092, 0, 41608,0,0,0,0, 67447, 106.595,237246, 40.8299, 10.1519, 5.22337, 0, 0, 1.61271, 15.8316, 74.8536, 0, 0, 0, 0, 0, 0.0753482, 1580572, 0, 214137
50000,12,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 970145, 0, 38106,0,0,0,0, 64957, 102.051,246344, 42.177, 7.96988, 3.61067, 0, 0, 1.44535, 13.8044, 74.7525, 0, 0, 0, 0, 0, 0.0548356, 1571221, 0, 158808
50000,12,true,SILO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 574, 0, 17260,0,0,0,0, 17267, 26.6248,926588, 0.0117466, 1.36553, 0, 0, 0, 2.43484, 10.968, 0.0843996, 0, 0, 0, 0, 0, 0, 1541890, 0, 0
50000,12,true,SILO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 24005, 0, 15962,0,0,0,0, 16210, 25.0736,987004, 0.384252, 1.39976, 0, 0, 0, 1.91388, 9.2797, 1.89905, 0, 0, 0, 0, 0, 0, 1546737, 0, 0
50000,12,true,SILO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 418902, 0, 28186,0,0,0,0, 34360, 52.4998,465705, 9.4278, 1.81094, 0, 0, 0, 1.62327, 6.65583, 32.4168, 0, 0, 0, 0, 0, 0, 1528090, 0, 0
50000,12,true,SILO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 944196, 0, 41293,0,0,0,0, 62786, 89.1459,254874, 30.5061, 1.99922, 0, 0, 0, 0.741333, 3.59037, 73.1975, 0, 0, 0, 0, 0, 0, 1420059, 0, 0
50000,12,true,WAIT_DIE,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 611, 0, 17078,0,0,0,0, 17081, 26.1269,936706, 0.00421103, 0.970368, 0, 0, 0, 1.71555, 14.7165, 0.259022, 0, 0, 0, 0, 163183380, 0.00218444, 1529575, 0, 276
50000,12,true,WAIT_DIE,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 25428, 0, 17051,0,0,0,0, 17183, 26.0517,931142, 0.199075, 1.00244, 0, 0, 0, 1.79447, 13.3678, 2.18382, 0, 0, 0, 0, 172495311, 0.10055, 1516113, 0, 12973
50000,12,true,WAIT_DIE,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 632550, 0, 38099,0,0,0,0, 47594, 75.5112,336202, 15.059, 1.67708, 0, 0, 0, 1.91111, 11.7941, 48.9379, 0, 0, 0, 0, 132907754, 3.32874, 1586690, 0, 356037
50000,12,true,WAIT_DIE,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 2045677, 0, 65776,0,0,0,0, 122149, 194.279,131002, 89.6495, 2.65745, 0, 0, 0, 1.77818, 9.72537, 158.879, 0, 0, 0, 0, 129773566, 8.59119, 1590688, 0, 1302685
50000,12,true,NO_WAIT,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 987, 0, 17581,0,0,0,0, 17588, 26.7396,909662, 0.0115838, 1.04992, 0, 0, 0, 2.08836, 14.9504, 0.111888, 0, 0, 0, 0, 0, 0, 1520250, 0, 0
50000,12,true,NO_WAIT,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 40512, 0, 19577,0,0,0,0, 20086, 31.0051,796574, 0.784875, 1.11983, 0, 0, 0, 2.25146, 16.1591, 3.16392, 0, 0, 0, 0, 0, 0, 1543615, 0, 0
50000,12,true,NO_WAIT,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 917703, 0, 35131,0,0,0,0, 63197, 98.1598,253214, 43.5843, 1.87199, 0, 0, 0, 2.17473, 13.7308, 71.2042, 0, 0, 0, 0, 0, 0, 1553463, 0, 0
50000,12,true,NO_WAIT,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 2109532, 0, 36891,0,0,0,0, 114720, 180.853,139488, 122.687, 2.15525, 0, 0, 0, 1.5721, 8.19743, 162.538, 0, 0, 0, 0, 0, 0, 1576679, 0, 0
50000,12,true,WOUND_WAIT,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 285, 0, 17002,0,0,0,0, 17004, 26.1409,940920, 0.0027382, 1.19529, 0, 0, 0, 1.80188, 14.1655, 0.0551687, 0, 0, 0, 0, 158584919, 0.00259545, 1537280, 0, 565
50000,12,true,WOUND_WAIT,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 11580, 0, 17865,0,0,0,0, 17972, 27.6033,890269, 0.163913, 1.35536, 0, 0, 0, 2.2975, 14.9887, 0.936711, 0, 0, 0, 0, 157389366, 0.321071, 1535898, 0, 27575
50000,12,true,WOUND_WAIT,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.9, 249647, 0, 34522,0,0,0,0, 39993, 62.0795,400084, 8.48948, 2.42961, 0, 0, 0, 2.10823, 14.0559, 19.313, 0, 0, 0, 0, 207918606, 16.1692, 1552313, 0, 1015262
50000,12,true,WOUND_WAIT,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,1.1, 1171807, 0, 50671,0,0,0,0, 87567, 139.254,182733, 58.667, 3.38512, 0, 0, 0, 1.59816, 10.0392, 90.2773, 0, 0, 0, 0, 236459347, 19.1727, 1590396, 0, 3049418
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 0, 0, 22515,0,0,0,0, 22515, 34.5849,710613, 0, 1.65035, 0.0467012, 0, 0, 2.89821, 19.8388, 0.0371937, 0, 0, 0, 0, 0, 3.4709e-05, 1536030, 0, 22
50000,0,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 183, 0, 21387,0,0,0,0, 21390, 33.5465,748008, 0.00341428, 1.62573, 0.0203028, 0, 0, 2.55836, 18.9368, 0.0520172, 0, 0, 0, 0, 0, 1.3325e-05, 1568315, 0, 16
50000,4,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 0, 0, 19250,0,0,0,0, 19250, 29.6769,831168, 0, 1.46924, 0.0204248, 0, 0, 2.32965, 16.4524, 0.0344745, 0, 0, 0, 0, 0, 2.5241e-05, 1541654, 0, 25
50000,4,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 191, 0, 19298,0,0,0,0, 19300, 29.6534,829005, 0.00250185, 1.52394, 0.0236736, 0, 0, 2.14231, 16.5889, 0.0497197, 0, 0, 0, 0, 0, 1.0781e-05, 1536425, 0, 13
50000,8,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 0, 0, 21247,0,0,0,0, 21247, 33.2322,753028, 0, 1.558, 0.0328427, 0, 0, 2.51622, 18.8936, 0.0349804, 0, 0, 0, 0, 0, 2.5088e-05, 1564047, 0, 31
50000,8,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 205, 0, 20647,0,0,0,0, 20649, 32.1056,774855, 0.00271535, 1.59361, 0.0196424, 0, 0, 2.64287, 18.171, 0.0523797, 0, 0, 0, 0, 0, 2.2312e-05, 1554825, 0, 19
50000,12,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 2, 0, 23023,0,0,0,0, 23023, 34.1814,694952, 2.7047e-05, 1.5108, 0.0236196, 0, 0, 3.1101, 19.8296, 0.0350477, 0, 0, 0, 0, 0, 2.6931e-05, 1484651, 0, 27
50000,12,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.5, 203, 0, 19921,0,0,0,0, 19923, 30.4287,803057, 0.00299693, 1.57364, 0.0205552, 0, 0, 2.19006, 17.3822, 0.0518332, 0, 0, 0, 0, 0, 8.912e-06, 1527248, 0, 12
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 390, 0, 18448,0,0,0,0, 18452, 28.2994,867107, 0.0054789, 1.57706, 0.0768453, 0, 0, 2.11135, 15.806, 0.067108, 0, 0, 0, 0, 0, 0.00077726, 1533662, 0, 1037
50000,0,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 8419, 0, 21991,0,0,0,0, 22083, 34.3763,724526, 0.142365, 1.85252, 0.102023, 0, 0, 3.104, 19.7495, 0.695639, 0, 0, 0, 0, 0, 0.00299777, 1556656, 0, 566
50000,4,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 349, 0, 18669,0,0,0,0, 18672, 28.1994,856886, 0.00485972, 2.09419, 0.593756, 0, 0, 2.0694, 16.5297, 0.0631825, 0, 0, 0, 0, 0, 0.000697585, 1510231, 0, 999
50000,4,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 8389, 0, 20316,0,0,0,0, 20405, 31.7622,784098, 0.138548, 1.6883, 0.0414266, 0, 0, 2.17549, 18.3097, 0.688252, 0, 0, 0, 0, 0, 0.000411499, 1556541, 0, 594
50000,8,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 413, 0, 20658,0,0,0,0, 20663, 32.3955,774331, 0.00742605, 1.75187, 0.0949706, 0, 0, 2.9664, 18.6234, 0.0754207, 0, 0, 0, 0, 0, 0.000886745, 1567803, 0, 1094
50000,8,true,BAMBOO,false,false,true,false,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 8142, 0, 20263,0,0,0,0, 20347, 31.2437,786335, 0.129132, 1.74091, 0.0892316, 0, 0, 2.52807, 17.4783, 0.67772, 0, 0, 0, 0, 0, 0.000436309, 1535500, 0, 586
50000,12,true,BAMBOO,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,0,TOP,0.5,16,true,WR,0,,false,10000000,16,true,YCSB,false,0.7, 359, 0, 20813,0,0,0,0, 20817, 32.4357,768592, 0.00628623, 2.49367, 0.87291, 0, 0, 2.66953, 19.157, 0.065971, 0, 0, 0, 0, 0, 0.000694635, 1558112, 0, 947
